"transaction_sk","transaction_ts","transaction_amount","transaction_channel_type_cd","transaction_channel_type_desc","transaction_dr_cr","transaction_ref_num","transaction_status_cd","transaction_status_desc","merchant_id","account_sk"
306513,"2014-09-17","-138.48","NA","NA","NA","NA","NA","NA","NA","2955"
306514,"2014-09-18","-9.81","NA","NA","NA","NA","NA","NA","NA","2955"
306515,"2014-09-18","-9.19","NA","NA","NA","NA","NA","NA","NA","2955"
306516,"2014-09-19","-17.14","NA","NA","NA","NA","NA","NA","NA","2955"
306517,"2014-09-19","-11.18","NA","NA","NA","NA","NA","NA","NA","2955"
306518,"2014-09-19","-13.12","NA","NA","NA","NA","NA","NA","NA","2955"
306519,"2014-09-20","-7.58","NA","NA","NA","NA","NA","NA","NA","2955"
306520,"2014-09-20","-7.86","NA","NA","NA","NA","NA","NA","NA","2955"
306521,"2014-09-20","-10.15","NA","NA","NA","NA","NA","NA","NA","2955"
306522,"2014-09-21","-11.94","NA","NA","NA","NA","NA","NA","NA","2955"
306523,"2014-09-22","-11.41","NA","NA","NA","NA","NA","NA","NA","2955"
306524,"2014-09-22","-9.69","NA","NA","NA","NA","NA","NA","NA","2955"
306525,"2014-09-23","-14.53","NA","NA","NA","NA","NA","NA","NA","2955"
306526,"2014-09-24","-9.52","NA","NA","NA","NA","NA","NA","NA","2955"
306527,"2014-09-24","-6.47","NA","NA","NA","NA","NA","NA","NA","2955"
306528,"2014-09-25","-9.2","NA","NA","NA","NA","NA","NA","NA","2955"
306529,"2014-09-25","-8.35","NA","NA","NA","NA","NA","NA","NA","2955"
306530,"2014-09-25","-13.29","NA","NA","NA","NA","NA","NA","NA","2955"
306531,"2014-09-25","-7.19","NA","NA","NA","NA","NA","NA","NA","2955"
306532,"2014-09-26","-8.46","NA","NA","NA","NA","NA","NA","NA","2955"
306533,"2014-09-26","-5.9","NA","NA","NA","NA","NA","NA","NA","2955"
306534,"2014-09-26","-9.8","NA","NA","NA","NA","NA","NA","NA","2955"
306535,"2014-09-26","-13.34","NA","NA","NA","NA","NA","NA","NA","2955"
306536,"2014-09-26","-6.75","NA","NA","NA","NA","NA","NA","NA","2955"
306537,"2014-09-27","-75.73","NA","NA","NA","NA","NA","NA","NA","2955"
306538,"2014-09-28","-10.33","NA","NA","NA","NA","NA","NA","NA","2955"
306539,"2014-09-28","-13.81","NA","NA","NA","NA","NA","NA","NA","2955"
306540,"2014-09-28","-15.48","NA","NA","NA","NA","NA","NA","NA","2955"
306541,"2014-09-28","-11.09","NA","NA","NA","NA","NA","NA","NA","2955"
306542,"2014-09-28","-10.7","NA","NA","NA","NA","NA","NA","NA","2955"
306543,"2014-09-29","-13.91","NA","NA","NA","NA","NA","NA","NA","2955"
306544,"2014-09-29","-9.48","NA","NA","NA","NA","NA","NA","NA","2955"
306545,"2014-09-29","-10.36","NA","NA","NA","NA","NA","NA","NA","2955"
306546,"2014-09-30","-11.09","NA","NA","NA","NA","NA","NA","NA","2955"
306547,"2014-09-30","-39.17","NA","NA","NA","NA","NA","NA","NA","2955"
306548,"2014-10-01","-8.44","NA","NA","NA","NA","NA","NA","NA","2955"
306549,"2014-10-01","-9.61","NA","NA","NA","NA","NA","NA","NA","2955"
306550,"2014-10-01","-145.76","NA","NA","NA","NA","NA","NA","NA","2955"
306551,"2014-10-01","-16.24","NA","NA","NA","NA","NA","NA","NA","2955"
306552,"2014-10-02","-15.52","NA","NA","NA","NA","NA","NA","NA","2955"
306553,"2014-10-02","-11.74","NA","NA","NA","NA","NA","NA","NA","2955"
306554,"2014-10-03","-10.43","NA","NA","NA","NA","NA","NA","NA","2955"
306555,"2014-10-03","-11.87","NA","NA","NA","NA","NA","NA","NA","2955"
306556,"2014-10-03","-14.2","NA","NA","NA","NA","NA","NA","NA","2955"
306557,"2014-10-03","-10.56","NA","NA","NA","NA","NA","NA","NA","2955"
306558,"2014-10-03","-11.6","NA","NA","NA","NA","NA","NA","NA","2955"
306559,"2014-10-04","-8.11","NA","NA","NA","NA","NA","NA","NA","2955"
306560,"2014-10-04","-6.69","NA","NA","NA","NA","NA","NA","NA","2955"
306561,"2014-10-04","-5.85","NA","NA","NA","NA","NA","NA","NA","2955"
306562,"2014-10-04","-11.26","NA","NA","NA","NA","NA","NA","NA","2955"
306563,"2014-10-05","-83.89","NA","NA","NA","NA","NA","NA","NA","2955"
306564,"2014-10-05","-4.93","NA","NA","NA","NA","NA","NA","NA","2955"
306565,"2014-10-05","-10.46","NA","NA","NA","NA","NA","NA","NA","2955"
306566,"2014-10-05","-9.13","NA","NA","NA","NA","NA","NA","NA","2955"
306567,"2014-10-05","-145.63","NA","NA","NA","NA","NA","NA","NA","2955"
306568,"2014-10-06","-9.88","NA","NA","NA","NA","NA","NA","NA","2955"
306569,"2014-10-06","-7.76","NA","NA","NA","NA","NA","NA","NA","2955"
306570,"2014-10-06","-9.23","NA","NA","NA","NA","NA","NA","NA","2955"
306571,"2014-10-07","-10.24","NA","NA","NA","NA","NA","NA","NA","2955"
306572,"2014-10-07","-8.69","NA","NA","NA","NA","NA","NA","NA","2955"
306573,"2014-10-07","-11.71","NA","NA","NA","NA","NA","NA","NA","2955"
306574,"2014-10-08","-13.91","NA","NA","NA","NA","NA","NA","NA","2955"
306575,"2014-10-08","-12.68","NA","NA","NA","NA","NA","NA","NA","2955"
306576,"2014-10-08","-9.08","NA","NA","NA","NA","NA","NA","NA","2955"
306577,"2014-10-08","-9.18","NA","NA","NA","NA","NA","NA","NA","2955"
306578,"2014-10-09","-131.23","NA","NA","NA","NA","NA","NA","NA","2955"
306579,"2014-10-10","-5.72","NA","NA","NA","NA","NA","NA","NA","2955"
306580,"2014-10-10","-9.59","NA","NA","NA","NA","NA","NA","NA","2955"
306581,"2014-10-10","-209.17","NA","NA","NA","NA","NA","NA","NA","2955"
306582,"2014-10-11","-8.57","NA","NA","NA","NA","NA","NA","NA","2955"
306583,"2014-10-11","-10.81","NA","NA","NA","NA","NA","NA","NA","2955"
306584,"2014-10-11","-8.31","NA","NA","NA","NA","NA","NA","NA","2955"
306585,"2014-10-12","9900","NA","NA","NA","NA","NA","NA","NA","2955"
306586,"2014-10-12","-10.39","NA","NA","NA","NA","NA","NA","NA","2955"
306587,"2014-10-12","-18.62","NA","NA","NA","NA","NA","NA","NA","2955"
306588,"2014-10-13","-10.6","NA","NA","NA","NA","NA","NA","NA","2955"
306589,"2014-10-14","-7.95","NA","NA","NA","NA","NA","NA","NA","2955"
306590,"2014-10-15","-6.84","NA","NA","NA","NA","NA","NA","NA","2955"
306591,"2014-10-15","-7.43","NA","NA","NA","NA","NA","NA","NA","2955"
306592,"2014-10-15","-7.13","NA","NA","NA","NA","NA","NA","NA","2955"
306593,"2014-10-15","-12.08","NA","NA","NA","NA","NA","NA","NA","2955"
306594,"2014-10-16","-91.48","NA","NA","NA","NA","NA","NA","NA","2955"
306595,"2014-10-17","-14.39","NA","NA","NA","NA","NA","NA","NA","2955"
306596,"2014-10-18","-123.7","NA","NA","NA","NA","NA","NA","NA","2955"
306597,"2014-10-18","-10.29","NA","NA","NA","NA","NA","NA","NA","2955"
306598,"2014-10-18","-8.2","NA","NA","NA","NA","NA","NA","NA","2955"
306599,"2014-10-18","-10.4","NA","NA","NA","NA","NA","NA","NA","2955"
306600,"2014-10-19","-6.98","NA","NA","NA","NA","NA","NA","NA","2955"
306601,"2014-10-19","-9.46","NA","NA","NA","NA","NA","NA","NA","2955"
306602,"2014-10-19","-7.57","NA","NA","NA","NA","NA","NA","NA","2955"
306603,"2014-10-20","-64.52","NA","NA","NA","NA","NA","NA","NA","2955"
306604,"2014-10-20","-8.47","NA","NA","NA","NA","NA","NA","NA","2955"
306605,"2014-10-20","-146.92","NA","NA","NA","NA","NA","NA","NA","2955"
306606,"2014-10-21","-10.73","NA","NA","NA","NA","NA","NA","NA","2955"
306607,"2014-10-21","-10.93","NA","NA","NA","NA","NA","NA","NA","2955"
306608,"2014-10-21","-10.36","NA","NA","NA","NA","NA","NA","NA","2955"
306609,"2014-10-22","-1.01","NA","NA","NA","NA","NA","NA","NA","2955"
306610,"2014-10-22","-13.18","NA","NA","NA","NA","NA","NA","NA","2955"
306611,"2014-10-22","-2.27","NA","NA","NA","NA","NA","NA","NA","2955"
306612,"2014-10-23","-33.05","NA","NA","NA","NA","NA","NA","NA","2955"
306613,"2014-10-24","-11.55","NA","NA","NA","NA","NA","NA","NA","2955"
306614,"2014-10-24","-10.18","NA","NA","NA","NA","NA","NA","NA","2955"
306615,"2014-10-24","-153.65","NA","NA","NA","NA","NA","NA","NA","2955"
306616,"2014-10-24","-12.0","NA","NA","NA","NA","NA","NA","NA","2955"
306617,"2014-10-24","-9.73","NA","NA","NA","NA","NA","NA","NA","2955"
306618,"2014-10-25","-16.76","NA","NA","NA","NA","NA","NA","NA","2955"
306619,"2014-10-26","-14.91","NA","NA","NA","NA","NA","NA","NA","2955"
306620,"2014-10-26","-10.46","NA","NA","NA","NA","NA","NA","NA","2955"
306621,"2014-10-27","-10.33","NA","NA","NA","NA","NA","NA","NA","2955"
306622,"2014-10-27","-8.89","NA","NA","NA","NA","NA","NA","NA","2955"
306623,"2014-10-27","-8.01","NA","NA","NA","NA","NA","NA","NA","2955"
306624,"2014-10-27","-8.31","NA","NA","NA","NA","NA","NA","NA","2955"
306625,"2014-10-27","9900","NA","NA","NA","NA","NA","NA","NA","2955"
306626,"2014-10-28","-12.33","NA","NA","NA","NA","NA","NA","NA","2955"
306627,"2014-10-29","-108.44","NA","NA","NA","NA","NA","NA","NA","2955"
306628,"2014-10-30","-6.13","NA","NA","NA","NA","NA","NA","NA","2955"
306629,"2014-10-30","-6.35","NA","NA","NA","NA","NA","NA","NA","2955"
306630,"2014-10-30","-113.07","NA","NA","NA","NA","NA","NA","NA","2955"
306631,"2014-09-01","1093.0","NA","NA","NA","NA","NA","NA","NA","2956"
306632,"2014-09-02","1212.66","NA","NA","NA","NA","NA","NA","NA","2956"
306633,"2014-09-02","1641.39","NA","NA","NA","NA","NA","NA","NA","2956"
306634,"2014-09-02","2011.99","NA","NA","NA","NA","NA","NA","NA","2956"
306635,"2014-09-02","2264.3","NA","NA","NA","NA","NA","NA","NA","2956"
306636,"2014-09-03","1866.73","NA","NA","NA","NA","NA","NA","NA","2956"
306637,"2014-09-03","1673.48","NA","NA","NA","NA","NA","NA","NA","2956"
306638,"2014-09-03","1898.28","NA","NA","NA","NA","NA","NA","NA","2956"
306639,"2014-09-03","1931.81","NA","NA","NA","NA","NA","NA","NA","2956"
306640,"2014-09-04","1437.17","NA","NA","NA","NA","NA","NA","NA","2956"
306641,"2014-09-04","1715.81","NA","NA","NA","NA","NA","NA","NA","2956"
306642,"2014-09-04","2749.08","NA","NA","NA","NA","NA","NA","NA","2956"
306643,"2014-09-05","-18.68","NA","NA","NA","NA","NA","NA","NA","2956"
306644,"2014-09-05","1206.8","NA","NA","NA","NA","NA","NA","NA","2956"
306645,"2014-09-05","2691.09","NA","NA","NA","NA","NA","NA","NA","2956"
306646,"2014-09-06","2451.75","NA","NA","NA","NA","NA","NA","NA","2956"
306647,"2014-09-06","1963.27","NA","NA","NA","NA","NA","NA","NA","2956"
306648,"2014-09-07","1781.71","NA","NA","NA","NA","NA","NA","NA","2956"
306649,"2014-09-08","1310.38","NA","NA","NA","NA","NA","NA","NA","2956"
306650,"2014-09-08","2798.12","NA","NA","NA","NA","NA","NA","NA","2956"
306651,"2014-09-08","1760.12","NA","NA","NA","NA","NA","NA","NA","2956"
306652,"2014-09-09","2239.75","NA","NA","NA","NA","NA","NA","NA","2956"
306653,"2014-09-09","1023.51","NA","NA","NA","NA","NA","NA","NA","2956"
306654,"2014-09-09","2836.54","NA","NA","NA","NA","NA","NA","NA","2956"
306655,"2014-09-10","-27.62","NA","NA","NA","NA","NA","NA","NA","2956"
306656,"2014-09-10","2084.92","NA","NA","NA","NA","NA","NA","NA","2956"
306657,"2014-09-10","2486.67","NA","NA","NA","NA","NA","NA","NA","2956"
306658,"2014-09-10","2335.52","NA","NA","NA","NA","NA","NA","NA","2956"
306659,"2014-09-11","2304.02","NA","NA","NA","NA","NA","NA","NA","2956"
306660,"2014-09-11","1732.97","NA","NA","NA","NA","NA","NA","NA","2956"
306661,"2014-09-11","1477.63","NA","NA","NA","NA","NA","NA","NA","2956"
306662,"2014-09-12","1856.72","NA","NA","NA","NA","NA","NA","NA","2956"
306663,"2014-09-12","2547.94","NA","NA","NA","NA","NA","NA","NA","2956"
306664,"2014-09-13","2518.35","NA","NA","NA","NA","NA","NA","NA","2956"
306665,"2014-09-13","1992.57","NA","NA","NA","NA","NA","NA","NA","2956"
306666,"2014-09-14","1330.47","NA","NA","NA","NA","NA","NA","NA","2956"
306667,"2014-09-14","2338.45","NA","NA","NA","NA","NA","NA","NA","2956"
306668,"2014-09-14","2871.62","NA","NA","NA","NA","NA","NA","NA","2956"
306669,"2014-09-15","2826.3","NA","NA","NA","NA","NA","NA","NA","2956"
306670,"2014-09-15","2681.16","NA","NA","NA","NA","NA","NA","NA","2956"
306671,"2014-09-15","2435.23","NA","NA","NA","NA","NA","NA","NA","2956"
306672,"2014-09-15","2435.56","NA","NA","NA","NA","NA","NA","NA","2956"
306673,"2014-09-15","1870.49","NA","NA","NA","NA","NA","NA","NA","2956"
306674,"2014-09-16","1034.34","NA","NA","NA","NA","NA","NA","NA","2956"
306675,"2014-09-16","1671.85","NA","NA","NA","NA","NA","NA","NA","2956"
306676,"2014-09-16","2455.89","NA","NA","NA","NA","NA","NA","NA","2956"
306677,"2014-09-16","1443.48","NA","NA","NA","NA","NA","NA","NA","2956"
306678,"2014-09-16","2338.03","NA","NA","NA","NA","NA","NA","NA","2956"
306679,"2014-09-17","2990.09","NA","NA","NA","NA","NA","NA","NA","2956"
306680,"2014-09-17","1963.14","NA","NA","NA","NA","NA","NA","NA","2956"
306681,"2014-09-17","1592.8","NA","NA","NA","NA","NA","NA","NA","2956"
306682,"2014-09-17","2527.53","NA","NA","NA","NA","NA","NA","NA","2956"
306683,"2014-09-18","2522.86","NA","NA","NA","NA","NA","NA","NA","2956"
306684,"2014-09-18","1799.46","NA","NA","NA","NA","NA","NA","NA","2956"
306685,"2014-09-18","2226.83","NA","NA","NA","NA","NA","NA","NA","2956"
306686,"2014-09-18","2777.41","NA","NA","NA","NA","NA","NA","NA","2956"
306687,"2014-09-18","1913.08","NA","NA","NA","NA","NA","NA","NA","2956"
306688,"2014-09-19","2092.72","NA","NA","NA","NA","NA","NA","NA","2956"
306689,"2014-09-20","-25.42","NA","NA","NA","NA","NA","NA","NA","2956"
306690,"2014-09-20","1735.16","NA","NA","NA","NA","NA","NA","NA","2956"
306691,"2014-09-21","1509.89","NA","NA","NA","NA","NA","NA","NA","2956"
306692,"2014-09-21","1498.09","NA","NA","NA","NA","NA","NA","NA","2956"
306693,"2014-09-21","1485.99","NA","NA","NA","NA","NA","NA","NA","2956"
306694,"2014-09-21","1653.45","NA","NA","NA","NA","NA","NA","NA","2956"
306695,"2014-09-21","1342.75","NA","NA","NA","NA","NA","NA","NA","2956"
306696,"2014-09-22","1279.66","NA","NA","NA","NA","NA","NA","NA","2956"
306697,"2014-09-22","1865.24","NA","NA","NA","NA","NA","NA","NA","2956"
306698,"2014-09-22","1415.64","NA","NA","NA","NA","NA","NA","NA","2956"
306699,"2014-09-22","1540.06","NA","NA","NA","NA","NA","NA","NA","2956"
306700,"2014-09-23","1547.06","NA","NA","NA","NA","NA","NA","NA","2956"
306701,"2014-09-23","2591.67","NA","NA","NA","NA","NA","NA","NA","2956"
306702,"2014-09-23","2565.09","NA","NA","NA","NA","NA","NA","NA","2956"
306703,"2014-09-23","1165.48","NA","NA","NA","NA","NA","NA","NA","2956"
306704,"2014-09-24","1411.16","NA","NA","NA","NA","NA","NA","NA","2956"
306705,"2014-09-24","2601.03","NA","NA","NA","NA","NA","NA","NA","2956"
306706,"2014-09-24","2132.23","NA","NA","NA","NA","NA","NA","NA","2956"
306707,"2014-09-24","1884.96","NA","NA","NA","NA","NA","NA","NA","2956"
306708,"2014-09-25","2925.34","NA","NA","NA","NA","NA","NA","NA","2956"
306709,"2014-09-25","1550.02","NA","NA","NA","NA","NA","NA","NA","2956"
306710,"2014-09-25","2935.48","NA","NA","NA","NA","NA","NA","NA","2956"
306711,"2014-09-25","1550.46","NA","NA","NA","NA","NA","NA","NA","2956"
306712,"2014-09-25","2465.05","NA","NA","NA","NA","NA","NA","NA","2956"
306713,"2014-09-26","1949.48","NA","NA","NA","NA","NA","NA","NA","2956"
306714,"2014-09-26","1497.66","NA","NA","NA","NA","NA","NA","NA","2956"
306715,"2014-09-26","1379.68","NA","NA","NA","NA","NA","NA","NA","2956"
306716,"2014-09-26","1845.38","NA","NA","NA","NA","NA","NA","NA","2956"
306717,"2014-09-26","1622.21","NA","NA","NA","NA","NA","NA","NA","2956"
306718,"2014-09-27","1363.5","NA","NA","NA","NA","NA","NA","NA","2956"
306719,"2014-09-27","2593.14","NA","NA","NA","NA","NA","NA","NA","2956"
306720,"2014-09-28","1039.54","NA","NA","NA","NA","NA","NA","NA","2956"
306721,"2014-09-28","1664.7","NA","NA","NA","NA","NA","NA","NA","2956"
306722,"2014-09-28","2702.53","NA","NA","NA","NA","NA","NA","NA","2956"
306723,"2014-09-28","1186.17","NA","NA","NA","NA","NA","NA","NA","2956"
306724,"2014-09-28","1347.72","NA","NA","NA","NA","NA","NA","NA","2956"
306725,"2014-09-29","1356.57","NA","NA","NA","NA","NA","NA","NA","2956"
306726,"2014-09-29","2929.62","NA","NA","NA","NA","NA","NA","NA","2956"
306727,"2014-09-30","2736.03","NA","NA","NA","NA","NA","NA","NA","2956"
306728,"2014-09-30","2967.34","NA","NA","NA","NA","NA","NA","NA","2956"
306729,"2014-09-30","-185.06","NA","NA","NA","NA","NA","NA","NA","2956"
306730,"2014-10-01","2016.15","NA","NA","NA","NA","NA","NA","NA","2956"
306731,"2014-10-01","1696.53","NA","NA","NA","NA","NA","NA","NA","2956"
306732,"2014-10-02","2924.36","NA","NA","NA","NA","NA","NA","NA","2956"
306733,"2014-10-02","1522.57","NA","NA","NA","NA","NA","NA","NA","2956"
306734,"2014-10-03","2844.76","NA","NA","NA","NA","NA","NA","NA","2956"
306735,"2014-10-03","2635.69","NA","NA","NA","NA","NA","NA","NA","2956"
306736,"2014-10-04","2928.21","NA","NA","NA","NA","NA","NA","NA","2956"
306737,"2014-10-04","1766.16","NA","NA","NA","NA","NA","NA","NA","2956"
306738,"2014-10-05","2906.35","NA","NA","NA","NA","NA","NA","NA","2956"
306739,"2014-10-05","1080.2","NA","NA","NA","NA","NA","NA","NA","2956"
306740,"2014-10-05","2806.16","NA","NA","NA","NA","NA","NA","NA","2956"
306741,"2014-10-05","2334.63","NA","NA","NA","NA","NA","NA","NA","2956"
306742,"2014-10-06","1643.74","NA","NA","NA","NA","NA","NA","NA","2956"
306743,"2014-10-06","-16.56","NA","NA","NA","NA","NA","NA","NA","2956"
306744,"2014-10-06","1498.55","NA","NA","NA","NA","NA","NA","NA","2956"
306745,"2014-10-06","2693.79","NA","NA","NA","NA","NA","NA","NA","2956"
306746,"2014-10-07","2079.12","NA","NA","NA","NA","NA","NA","NA","2956"
306747,"2014-10-07","2982.94","NA","NA","NA","NA","NA","NA","NA","2956"
306748,"2014-10-07","1900.57","NA","NA","NA","NA","NA","NA","NA","2956"
306749,"2014-10-07","2392.04","NA","NA","NA","NA","NA","NA","NA","2956"
306750,"2014-10-07","2212.87","NA","NA","NA","NA","NA","NA","NA","2956"
306751,"2014-10-08","1713.16","NA","NA","NA","NA","NA","NA","NA","2956"
306752,"2014-10-08","2495.14","NA","NA","NA","NA","NA","NA","NA","2956"
306753,"2014-10-08","2367.35","NA","NA","NA","NA","NA","NA","NA","2956"
306754,"2014-10-08","-16.42","NA","NA","NA","NA","NA","NA","NA","2956"
306755,"2014-10-09","2158.39","NA","NA","NA","NA","NA","NA","NA","2956"
306756,"2014-10-09","1973.35","NA","NA","NA","NA","NA","NA","NA","2956"
306757,"2014-10-09","1520.94","NA","NA","NA","NA","NA","NA","NA","2956"
306758,"2014-10-09","1362.71","NA","NA","NA","NA","NA","NA","NA","2956"
306759,"2014-10-10","2635.96","NA","NA","NA","NA","NA","NA","NA","2956"
306760,"2014-10-10","1253.77","NA","NA","NA","NA","NA","NA","NA","2956"
306761,"2014-10-10","1664.58","NA","NA","NA","NA","NA","NA","NA","2956"
306762,"2014-10-11","2618.94","NA","NA","NA","NA","NA","NA","NA","2956"
306763,"2014-10-12","1255.68","NA","NA","NA","NA","NA","NA","NA","2956"
306764,"2014-10-13","2373.54","NA","NA","NA","NA","NA","NA","NA","2956"
306765,"2014-10-13","1360.05","NA","NA","NA","NA","NA","NA","NA","2956"
306766,"2014-10-13","1058.49","NA","NA","NA","NA","NA","NA","NA","2956"
306767,"2014-10-13","1247.02","NA","NA","NA","NA","NA","NA","NA","2956"
306768,"2014-10-13","1770.08","NA","NA","NA","NA","NA","NA","NA","2956"
306769,"2014-10-14","1956.17","NA","NA","NA","NA","NA","NA","NA","2956"
306770,"2014-10-14","1022.38","NA","NA","NA","NA","NA","NA","NA","2956"
306771,"2014-10-15","1174.84","NA","NA","NA","NA","NA","NA","NA","2956"
306772,"2014-10-15","2562.04","NA","NA","NA","NA","NA","NA","NA","2956"
306773,"2014-10-16","2242.29","NA","NA","NA","NA","NA","NA","NA","2956"
306774,"2014-10-16","2467.43","NA","NA","NA","NA","NA","NA","NA","2956"
306775,"2014-10-17","2559.21","NA","NA","NA","NA","NA","NA","NA","2956"
306776,"2014-10-17","-16.39","NA","NA","NA","NA","NA","NA","NA","2956"
306777,"2014-10-18","-17.69","NA","NA","NA","NA","NA","NA","NA","2956"
306778,"2014-10-18","1969.34","NA","NA","NA","NA","NA","NA","NA","2956"
306779,"2014-10-19","2014.6","NA","NA","NA","NA","NA","NA","NA","2956"
306780,"2014-10-19","1702.81","NA","NA","NA","NA","NA","NA","NA","2956"
306781,"2014-10-19","2345.68","NA","NA","NA","NA","NA","NA","NA","2956"
306782,"2014-10-19","2102.45","NA","NA","NA","NA","NA","NA","NA","2956"
306783,"2014-10-19","1553.77","NA","NA","NA","NA","NA","NA","NA","2956"
306784,"2014-10-20","1915.2","NA","NA","NA","NA","NA","NA","NA","2956"
306785,"2014-10-20","1848.64","NA","NA","NA","NA","NA","NA","NA","2956"
306786,"2014-10-20","2683.91","NA","NA","NA","NA","NA","NA","NA","2956"
306787,"2014-10-21","1436.76","NA","NA","NA","NA","NA","NA","NA","2956"
306788,"2014-10-21","2639.22","NA","NA","NA","NA","NA","NA","NA","2956"
306789,"2014-10-21","1154.18","NA","NA","NA","NA","NA","NA","NA","2956"
306790,"2014-10-21","2649.16","NA","NA","NA","NA","NA","NA","NA","2956"
306791,"2014-10-21","2077.78","NA","NA","NA","NA","NA","NA","NA","2956"
306792,"2014-10-22","2889.35","NA","NA","NA","NA","NA","NA","NA","2956"
306793,"2014-10-22","1635.25","NA","NA","NA","NA","NA","NA","NA","2956"
306794,"2014-10-23","1129.68","NA","NA","NA","NA","NA","NA","NA","2956"
306795,"2014-10-24","2425.05","NA","NA","NA","NA","NA","NA","NA","2956"
306796,"2014-10-24","2543.82","NA","NA","NA","NA","NA","NA","NA","2956"
306797,"2014-10-24","2731.1","NA","NA","NA","NA","NA","NA","NA","2956"
306798,"2014-10-24","2057.68","NA","NA","NA","NA","NA","NA","NA","2956"
306799,"2014-10-24","2776.24","NA","NA","NA","NA","NA","NA","NA","2956"
306800,"2014-10-25","1514.16","NA","NA","NA","NA","NA","NA","NA","2956"
306801,"2014-10-25","1721.14","NA","NA","NA","NA","NA","NA","NA","2956"
306802,"2014-10-26","1378.06","NA","NA","NA","NA","NA","NA","NA","2956"
306803,"2014-10-26","1296.04","NA","NA","NA","NA","NA","NA","NA","2956"
306804,"2014-10-26","2539.07","NA","NA","NA","NA","NA","NA","NA","2956"
306805,"2014-10-26","2483.2","NA","NA","NA","NA","NA","NA","NA","2956"
306806,"2014-10-26","2723.52","NA","NA","NA","NA","NA","NA","NA","2956"
306807,"2014-10-27","1443.07","NA","NA","NA","NA","NA","NA","NA","2956"
306808,"2014-10-27","1619.7","NA","NA","NA","NA","NA","NA","NA","2956"
306809,"2014-10-27","1872.98","NA","NA","NA","NA","NA","NA","NA","2956"
306810,"2014-10-27","2895.82","NA","NA","NA","NA","NA","NA","NA","2956"
306811,"2014-10-28","2459.92","NA","NA","NA","NA","NA","NA","NA","2956"
306812,"2014-10-28","2031.4","NA","NA","NA","NA","NA","NA","NA","2956"
306813,"2014-10-28","2336.15","NA","NA","NA","NA","NA","NA","NA","2956"
306814,"2014-10-29","2098.13","NA","NA","NA","NA","NA","NA","NA","2956"
306815,"2014-10-29","1510.28","NA","NA","NA","NA","NA","NA","NA","2956"
306816,"2014-10-29","1985.3","NA","NA","NA","NA","NA","NA","NA","2956"
306817,"2014-10-29","-16.37","NA","NA","NA","NA","NA","NA","NA","2956"
306818,"2014-10-30","2454.69","NA","NA","NA","NA","NA","NA","NA","2956"
306819,"2014-10-30","2730.45","NA","NA","NA","NA","NA","NA","NA","2956"
306820,"2014-09-01","2895.46","NA","NA","NA","NA","NA","NA","NA","2958"
306821,"2014-09-01","1570.92","NA","NA","NA","NA","NA","NA","NA","2958"
306822,"2014-09-01","1354.6","NA","NA","NA","NA","NA","NA","NA","2958"
306823,"2014-09-01","1143.01","NA","NA","NA","NA","NA","NA","NA","2958"
306824,"2014-09-01","1768.88","NA","NA","NA","NA","NA","NA","NA","2958"
306825,"2014-09-02","2987.95","NA","NA","NA","NA","NA","NA","NA","2958"
306826,"2014-09-02","-26.65","NA","NA","NA","NA","NA","NA","NA","2958"
306827,"2014-09-02","2599.28","NA","NA","NA","NA","NA","NA","NA","2958"
306828,"2014-09-02","1202.87","NA","NA","NA","NA","NA","NA","NA","2958"
306829,"2014-09-02","1842.31","NA","NA","NA","NA","NA","NA","NA","2958"
306830,"2014-09-03","2497.6","NA","NA","NA","NA","NA","NA","NA","2958"
306831,"2014-09-04","2385.24","NA","NA","NA","NA","NA","NA","NA","2958"
306832,"2014-09-05","1851.12","NA","NA","NA","NA","NA","NA","NA","2958"
306833,"2014-09-06","2326.45","NA","NA","NA","NA","NA","NA","NA","2958"
306834,"2014-09-07","2657.77","NA","NA","NA","NA","NA","NA","NA","2958"
306835,"2014-09-07","2700.76","NA","NA","NA","NA","NA","NA","NA","2958"
306836,"2014-09-08","1016.64","NA","NA","NA","NA","NA","NA","NA","2958"
306837,"2014-09-08","1484.19","NA","NA","NA","NA","NA","NA","NA","2958"
306838,"2014-09-09","1933.35","NA","NA","NA","NA","NA","NA","NA","2958"
306839,"2014-09-09","1887.11","NA","NA","NA","NA","NA","NA","NA","2958"
306840,"2014-09-10","2492.33","NA","NA","NA","NA","NA","NA","NA","2958"
306841,"2014-09-10","1557.9","NA","NA","NA","NA","NA","NA","NA","2958"
306842,"2014-09-10","1777.67","NA","NA","NA","NA","NA","NA","NA","2958"
306843,"2014-09-10","2585.69","NA","NA","NA","NA","NA","NA","NA","2958"
306844,"2014-09-10","1912.38","NA","NA","NA","NA","NA","NA","NA","2958"
306845,"2014-09-11","2303.84","NA","NA","NA","NA","NA","NA","NA","2958"
306846,"2014-09-11","2273.71","NA","NA","NA","NA","NA","NA","NA","2958"
306847,"2014-09-12","1830.11","NA","NA","NA","NA","NA","NA","NA","2958"
306848,"2014-09-12","1035.34","NA","NA","NA","NA","NA","NA","NA","2958"
306849,"2014-09-13","2247.62","NA","NA","NA","NA","NA","NA","NA","2958"
306850,"2014-09-13","1494.07","NA","NA","NA","NA","NA","NA","NA","2958"
306851,"2014-09-14","1782.37","NA","NA","NA","NA","NA","NA","NA","2958"
